bone_id,period_class,group_type,group_order,char_count,ambiguous_count,placeholder_count,damaged_count,characters,characters_simple,sentence_full,sentence_simple
H13547,賓三,InscriptionSentence,1,7,0,0,0,貞|勿|于|新|宗|𫹉|八月,貞|勿|于|新|宗|𫹉|八月,貞勿于新宗𫹉八月,貞勿于新宗𫹉八月
H13550,賓出,InscriptionSentence,0,6,0,1,0,未释|宗|不|隹|祸|八月,未释|宗|不|隹|祸|八月,未释宗不隹祸八月,未释宗不隹祸八月
H13551,典賓,InscriptionSentence,0,6,0,3,0,未释|祏|未释|晦|未释|宗,未释|祏|未释|晦|未释|宗,未释祏未释晦未释宗,未释祏未释晦未释宗
H13553,未分期,InscriptionSentence,0,9,0,5,0,未释|未释|卜|賓|未释|未释|匕|未释|宗,未释|未释|卜|賓|未释|未释|匕|未释|宗,未释未释卜賓未释未释匕未释宗,未释未释卜賓未释未释匕未释宗
H13553,未分期,InscriptionSentence,1,5,0,3,0,未释|丁|未释|在|未释,未释|丁|未释|在|未释,未释丁未释在未释,未释丁未释在未释
H13554,賓出,InscriptionSentence,0,5,0,1,0,貞|未释|򤨫|王|宗,貞|未释|򤨫|王|宗,貞未释򤨫王宗,貞未释򤨫王宗
H13559,賓出,InscriptionSentence,0,7,0,1,0,未释|辰|卜|貞|鑿|司|室,未释|辰|卜|貞|鑿|司|室,未释辰卜貞鑿司室,未释辰卜貞鑿司室
H13559,賓出,InscriptionSentence,1,4,0,0,0,丁|亥|卜|侃,丁|亥|卜|侃,丁亥卜侃,丁亥卜侃
H13562,賓出,InscriptionSentence,0,13,0,0,0,貞|翌|辛|未|其|㞢|于|盟|室|三|大|牢|九月,貞|翌|辛|未|其|㞢|于|盟|室|三|大|牢|九月,貞翌辛未其㞢于盟室三大牢九月,貞翌辛未其㞢于盟室三大牢九月
H13566,未分期,InscriptionSentence,0,4,0,2,0,未释|𱀵|未释|室,未释|𱀵|未释|室,未释𱀵未释室,未释𱀵未释室
H13570,賓三,InscriptionSentence,0,12,0,0,0,癸|巳|卜|賓|貞|叀|今|二|月|宅|東|寢,癸|巳|卜|賓|貞|叀|今|二|月|宅|東|寢,癸巳卜賓貞叀今二月宅東寢,癸巳卜賓貞叀今二月宅東寢
H13571,𠂤小,InscriptionSentence,0,4,0,1,0,未释|新|寢|十一月,未释|新|寢|十一月,未释新寢十一月,未释新寢十一月
H13572,典賓,InscriptionSentence,0,9,0,2,0,未释|寢|于|寇|夕|帝|未释|受|年,未释|寢|于|寇|夕|帝|未释|受|年,未释寢于寇夕帝未释受年,未释寢于寇夕帝未释受年
H13573,賓出,InscriptionSentence,0,11,0,3,0,未释|未释|卜|貞|未释|亥|其|򩦖|寢|牢|十二月,未释|未释|卜|貞|未释|亥|其|򩦖|寢|牢|十二月,未释未释卜貞未释亥其򩦖寢牢十二月,未释未释卜貞未释亥其򩦖寢牢十二月
H13574,未分期,InscriptionSentence,0,8,0,2,0,癸|未|卜|未释|寢|亡|未释|六月,癸|未|卜|未释|寢|亡|未释|六月,癸未卜未释寢亡未释六月,癸未卜未释寢亡未释六月
H13575,賓三,InscriptionSentence,0,9,0,2,1,未释|未|卜|宜|未释|令|寢|未释|溫,未释|未|卜|宜|未释|令|寢|未释|溫,未释未卜宜未释令寢未释溫,未释未卜宜未释令寢未释溫
H13575,賓三,InscriptionSentence,1,2,0,0,0,貞|往,貞|往,貞往,貞往
H14036,典賓,InscriptionSentence,0,13,1,0,0,丁|亥|卜|亘|貞|子/㜽|商|妾|未释|娩|不|其|嘉,丁|亥|卜|亘|貞|子|商|妾|未释|娩|不|其|嘉,丁亥卜亘貞子/㜽商妾未释娩不其嘉,丁亥卜亘貞子商妾未释娩不其嘉
H14038,典賓,InscriptionSentence,0,4,0,0,0,貞|小臣|娩|嘉,貞|小臣|娩|嘉,貞小臣娩嘉,貞小臣娩嘉
H14038,典賓,InscriptionSentence,1,4,0,0,1,卜|未释|貞|未释,卜|未释|貞|未释,卜未释貞未释,卜未释貞未释
H14040,典賓,InscriptionSentence,0,2,0,0,0,娩|嘉,娩|嘉,娩嘉,娩嘉
H14044,典賓,InscriptionSentence,0,8,0,1,0,未释|未释|卜|賓|貞|未释|娩|嘉,未释|未释|卜|賓|貞|未释|娩|嘉,未释未释卜賓貞未释娩嘉,未释未释卜賓貞未释娩嘉
H14044,典賓,InscriptionSentence,1,1,0,0,0,未释,未释,未释,未释
H14047,典賓,InscriptionSentence,0,10,0,1,0,未释|占|曰|未释|娩|嘉|百|丁|㞢|八,未释|占|曰|未释|娩|嘉|百|丁|㞢|八,未释占曰未释娩嘉百丁㞢八,未释占曰未释娩嘉百丁㞢八
H14048,典賓,InscriptionSentence,0,8,0,0,0,王|占|曰|其|娩|嘉|㞢|求,王|占|曰|其|娩|嘉|㞢|求,王占曰其娩嘉㞢求,王占曰其娩嘉㞢求
H14049,典賓,InscriptionSentence,0,2,0,0,0,娩|嘉,娩|嘉,娩嘉,娩嘉
H14049,典賓,InscriptionSentence,1,6,0,0,0,貞|不|未释|薛|二|舌,貞|不|未释|薛|二|舌,貞不未释薛二舌,貞不未释薛二舌
H14049,典賓,InscriptionSentence,2,3,0,0,0,未释|一|月,未释|一|月,未释一月,未释一月
H14052,典賓,InscriptionSentence,0,4,0,0,0,娩|不|其|嘉,娩|不|其|嘉,娩不其嘉,娩不其嘉
H14055,典賓,InscriptionSentence,0,5,0,0,0,帚|好|不|其|嘉,帚|好|不|其|嘉,帚好不其嘉,帚好不其嘉
H14058,未分期,InscriptionSentence,0,3,0,0,0,不|其|嘉,不|其|嘉,不其嘉,不其嘉
H14063,未分期,InscriptionSentence,0,6,0,0,0,未释|未释|卜|貞|鼠|嘉,未释|未释|卜|貞|鼠|嘉,未释未释卜貞鼠嘉,未释未释卜貞鼠嘉
H14064,典賓,InscriptionSentence,0,4,0,0,0,貞|帚|娕|嘉,貞|帚|娕|嘉,貞帚娕嘉,貞帚娕嘉
H14067,𠂤賓,InscriptionSentence,0,9,0,0,0,丁|卯|卜|貞|帚|姪|娩|嘉|壬,丁|卯|卜|貞|帚|姪|娩|嘉|壬,丁卯卜貞帚姪娩嘉壬,丁卯卜貞帚姪娩嘉壬
H14070,𠂤賓,InscriptionSentence,0,4,0,0,0,帚|娠|其|嘉,帚|娠|其|嘉,帚娠其嘉,帚娠其嘉
H14070,𠂤賓,InscriptionSentence,1,3,0,0,0,甲|子|令,甲|子|令,甲子令,甲子令
H14071,典賓,InscriptionSentence,0,6,0,0,0,貞|帚|好|亡|不|若,貞|帚|好|亡|不|若,貞帚好亡不若,貞帚好亡不若
H14082,未分期,InscriptionSentence,0,2,0,0,0,貞|嘉,貞|嘉,貞嘉,貞嘉
H14083,典賓,InscriptionSentence,0,9,0,0,0,辛|亥|卜|侃|貞|嘉|不|򬜜|鼄,辛|亥|卜|侃|貞|嘉|不|򬜜|鼄,辛亥卜侃貞嘉不򬜜鼄,辛亥卜侃貞嘉不򬜜鼄
H14085,未分期,InscriptionSentence,0,2,0,0,0,貞|嘉,貞|嘉,貞嘉,貞嘉
H14086,未分期,InscriptionSentence,0,3,0,0,0,嘉|戊|寅,嘉|戊|寅,嘉戊寅,嘉戊寅
H14089,未分期,InscriptionSentence,0,3,0,0,0,嘉|四|夕,嘉|四|夕,嘉四夕,嘉四夕
H14090,典賓,InscriptionSentence,0,9,0,0,0,巳|卜|未释|貞|嘉|未释|自|未释|八月,巳|卜|未释|貞|嘉|未释|自|未释|八月,巳卜未释貞嘉未释自未释八月,巳卜未释貞嘉未释自未释八月
H14091,未分期,InscriptionSentence,0,2,0,0,0,嘉|十二月,嘉|十二月,嘉十二月,嘉十二月
H14096,𠂤賓,InscriptionSentence,0,4,0,0,0,卜|嘉|六|月,卜|嘉|六|月,卜嘉六月,卜嘉六月
H14101,未分期,InscriptionSentence,0,3,0,0,0,不|其|嘉,不|其|嘉,不其嘉,不其嘉
H14104,未分期,InscriptionSentence,0,3,0,0,0,不|其|嘉,不|其|嘉,不其嘉,不其嘉
H14106,未分期,InscriptionSentence,0,4,0,0,0,貞|不|其|嘉,貞|不|其|嘉,貞不其嘉,貞不其嘉
H14118,𠂤小,InscriptionSentence,0,6,0,1,0,亥|未释|不|雨|未释|月,亥|未释|不|雨|未释|月,亥未释不雨未释月,亥未释不雨未释月
H14118,𠂤小,InscriptionSentence,1,10,1,0,0,御|帚|鼠|子/㜽|于|匕|己|允|㞢|𣎆,御|帚|鼠|子|于|匕|己|允|㞢|𣎆,御帚鼠子/㜽于匕己允㞢𣎆,御帚鼠子于匕己允㞢𣎆
H14119,𠂤小,InscriptionSentence,0,6,1,0,0,貞|帚|鼠|子/㜽|不|昷,貞|帚|鼠|子|不|昷,貞帚鼠子/㜽不昷,貞帚鼠子不昷
H14120,𠂤小,InscriptionSentence,0,18,1,0,0,庚|申|卜|王|余|祐|晦|庚|未释|庚|弗|以|帚|鼠|子/㜽|用|八|月,庚|申|卜|王|余|祐|晦|庚|未释|庚|弗|以|帚|鼠|子|用|八|月,庚申卜王余祐晦庚未释庚弗以帚鼠子/㜽用八月,庚申卜王余祐晦庚未释庚弗以帚鼠子用八月
H14137,典賓,InscriptionSentence,0,4,0,0,0,三|月|帝|雨,三|月|帝|雨,三月帝雨,三月帝雨
H14142,典賓,InscriptionSentence,0,2,1,0,0,乎|子/㜽,乎|子,乎子/㜽,乎子
H14142,典賓,InscriptionSentence,1,8,0,0,0,己|巳|卜|古|貞|帝|令|雨,己|巳|卜|古|貞|帝|令|雨,己巳卜古貞帝令雨,己巳卜古貞帝令雨
H14143,賓一,InscriptionSentence,0,6,0,2,0,未释|辰|卜|帝|令|未释,未释|辰|卜|帝|令|未释,未释辰卜帝令未释,未释辰卜帝令未释
H14143,賓一,InscriptionSentence,1,6,0,3,0,未释|辰|卜|未释|令|未释,未释|辰|卜|未释|令|未释,未释辰卜未释令未释,未释辰卜未释令未释
H14146,典賓,InscriptionSentence,0,6,0,0,0,庚|寅|帝|不|令|雨,庚|寅|帝|不|令|雨,庚寅帝不令雨,庚寅帝不令雨
H14150,典賓,InscriptionSentence,0,8,0,0,0,貞|翌|丁|亥|帝|其|令|雨,貞|翌|丁|亥|帝|其|令|雨,貞翌丁亥帝其令雨,貞翌丁亥帝其令雨
H14159,賓三,InscriptionSentence,0,6,0,1,0,未释|辰|卜|貞|隹|令,未释|辰|卜|貞|隹|令,未释辰卜貞隹令,未释辰卜貞隹令
H14159,賓三,InscriptionSentence,1,3,0,0,0,不|帝|害,不|帝|害,不帝害,不帝害
H14164,典賓,InscriptionSentence,0,4,0,0,0,貞|帝|令|未释,貞|帝|令|未释,貞帝令未释,貞帝令未释
H14175,典賓,InscriptionSentence,0,1,0,0,0,貞,貞,貞,貞
H14175,典賓,InscriptionSentence,1,5,0,0,0,帝|其|降|我|未释,帝|其|降|我|未释,帝其降我未释,帝其降我未释
H14178,典賓,InscriptionSentence,0,8,0,2,0,未释|匕|己|未释|帝|其|降|祸,未释|匕|己|未释|帝|其|降|祸,未释匕己未释帝其降祸,未释匕己未释帝其降祸
H14180,典賓,InscriptionSentence,0,2,0,0,0,帝|降,帝|降,帝降,帝降
H14185,典賓,InscriptionSentence,0,9,0,2,0,己|未释|卜|殻|貞|帝|乍|伐|未释,己|未释|卜|殻|貞|帝|乍|伐|未释,己未释卜殻貞帝乍伐未释,己未释卜殻貞帝乍伐未释
H14189,𠂤賓,InscriptionSentence,0,5,0,2,0,未释|帝|弗|保|未释,未释|帝|弗|保|未释,未释帝弗保未释,未释帝弗保未释
H14190,典賓,InscriptionSentence,0,7,0,1,0,未释|帝|不|我|其|受|佑,未释|帝|不|我|其|受|佑,未释帝不我其受佑,未释帝不我其受佑
H14190,典賓,InscriptionSentence,1,2,0,0,0,受|佑,受|佑,受佑,受佑
H14191,典賓,InscriptionSentence,0,7,0,0,0,貞|帝|不|我|其|受|佑,貞|帝|不|我|其|受|佑,貞帝不我其受佑,貞帝不我其受佑
H14202,賓一,InscriptionSentence,0,9,0,2,0,未释|戌|卜|殻|貞|我|乍|邑|未释,未释|戌|卜|殻|貞|我|乍|邑|未释,未释戌卜殻貞我乍邑未释,未释戌卜殻貞我乍邑未释
H14203,賓一,InscriptionSentence,0,7,0,1,0,未释|貞|王|乍|邑|帝|若,未释|貞|王|乍|邑|帝|若,未释貞王乍邑帝若,未释貞王乍邑帝若
H14204,賓一,InscriptionSentence,0,5,0,0,0,王|乍|邑|帝|若,王|乍|邑|帝|若,王乍邑帝若,王乍邑帝若
H14215,典賓,InscriptionSentence,0,6,0,0,0,貞|不|其|𰌣|未释|邑,貞|不|其|𰌣|未释|邑,貞不其𰌣未释邑,貞不其𰌣未释邑
H14216,典賓,InscriptionSentence,0,6,0,0,0,戊|寅|卜|賓|貞|帝,戊|寅|卜|賓|貞|帝,戊寅卜賓貞帝,戊寅卜賓貞帝
H14216,典賓,InscriptionSentence,1,6,0,0,0,貞|帝|弗|𰌣|茲|邑,貞|帝|弗|𰌣|茲|邑,貞帝弗𰌣茲邑,貞帝弗𰌣茲邑
H14218,典賓,InscriptionSentence,0,2,0,0,0,帝|𰌣,帝|𰌣,帝𰌣,帝𰌣
H14218,典賓,InscriptionSentence,1,2,0,0,0,河|未释,河|未释,河未释,河未释
H14224,未分期,InscriptionSentence,0,7,0,3,0,未释|隹|帝|未释|𰇩|西|未释,未释|隹|帝|未释|𰇩|西|未释,未释隹帝未释𰇩西未释,未释隹帝未释𰇩西未释
H14225,𠂤賓,InscriptionSentence,0,7,0,1,0,未释|于|帝|史|風|二|犬,未释|于|帝|史|風|二|犬,未释于帝史風二犬,未释于帝史風二犬
H14226,𠂤賓,InscriptionSentence,0,6,0,0,0,尞|帝|史|風|牛|未释,尞|帝|史|風|牛|未释,尞帝史風牛未释,尞帝史風牛未释
H14226,𠂤賓,InscriptionSentence,1,4,0,2,0,未释|乎|未释|未释,未释|乎|未释|未释,未释乎未释未释,未释乎未释未释
H14227,典賓,InscriptionSentence,0,5,0,0,0,貞|尞|于|帝|云,貞|尞|于|帝|云,貞尞于帝云,貞尞于帝云
H14227,典賓,InscriptionSentence,1,5,0,0,0,貞|及|今|十三月|雨,貞|及|今|十三月|雨,貞及今十三月雨,貞及今十三月雨
H14227,典賓,InscriptionSentence,2,4,0,2,0,貞|未释|于|未释,貞|未释|于|未释,貞未释于未释,貞未释于未释
H14235,典賓,InscriptionSentence,0,3,0,0,0,貞|辰|帝,貞|辰|帝,貞辰帝,貞辰帝
H14240,典賓,InscriptionSentence,0,11,0,2,0,未释|丑|卜|爭|貞|未释|今|來|歲|帝|未释,未释|丑|卜|爭|貞|未释|今|來|歲|帝|未释,未释丑卜爭貞未释今來歲帝未释,未释丑卜爭貞未释今來歲帝未释
H14245,賓三,InscriptionSentence,0,2,0,0,0,爭|帝,爭|帝,爭帝,爭帝
H14245,賓三,InscriptionSentence,1,3,0,0,0,辛|卯|爭,辛|卯|爭,辛卯爭,辛卯爭
H14253,𠂤賓,InscriptionSentence,0,2,0,0,0,帝|余,帝|余,帝余,帝余
H14253,𠂤賓,InscriptionSentence,1,5,1,0,0,辛|卜|王|貞|𰇑/򧄿,辛|卜|王|貞|𰇑,辛卜王貞𰇑/򧄿,辛卜王貞𰇑
H14261,典賓,InscriptionSentence,0,7,0,1,0,貞|沚|𪭑|未释|下|上|若,貞|沚|𪭑|未释|下|上|若,貞沚𪭑未释下上若,貞沚𪭑未释下上若
H14262,典賓,InscriptionSentence,0,8,0,0,0,午|卜|殻|貞|从|下|上|若,午|卜|殻|貞|从|下|上|若,午卜殻貞从下上若,午卜殻貞从下上若
H14264,典賓,InscriptionSentence,0,4,0,0,0,貞|丁|下上|若,貞|丁|下上|若,貞丁下上若,貞丁下上若
H14265,典賓,InscriptionSentence,0,5,0,1,0,未释|下上|弗|三|夕,未释|下上|弗|三|夕,未释下上弗三夕,未释下上弗三夕
H14268,典賓,InscriptionSentence,0,4,0,1,0,下|上|未释|在,下|上|未释|在,下上未释在,下上未释在
H14269,賓出,InscriptionSentence,0,9,0,0,0,貞|下|上|徹|示|弗|其|若|十三月,貞|下|上|徹|示|弗|其|若|十三月,貞下上徹示弗其若十三月,貞下上徹示弗其若十三月
H14270,典賓,InscriptionSentence,0,5,0,1,0,貞|徹|示|未释|未释,貞|徹|示|未释|未释,貞徹示未释未释,貞徹示未释未释
H14275,典賓,InscriptionSentence,0,7,0,3,0,貞|未释|鬼|未释|其|出|未释,貞|未释|鬼|未释|其|出|未释,貞未释鬼未释其出未释,貞未释鬼未释其出未释
H14278,典賓,InscriptionSentence,0,4,0,2,0,鬼|未释|不|未释,鬼|未释|不|未释,鬼未释不未释,鬼未释不未释
H14287,典賓,InscriptionSentence,0,6,0,3,0,庚|未释|鬽|未释|易|未释,庚|未释|鬽|未释|易|未释,庚未释鬽未释易未释,庚未释鬽未释易未释
H14289,賓一,InscriptionSentence,0,7,0,1,0,未释|卜|貞|鬼|不|祸|未释,未释|卜|貞|鬼|不|祸|未释,未释卜貞鬼不祸未释,未释卜貞鬼不祸未释
H14290,𠂤賓,InscriptionSentence,0,7,0,5,0,未释|未释|未释|貞|未释|鬼|未释,未释|未释|未释|貞|未释|鬼|未释,未释未释未释貞未释鬼未释,未释未释未释貞未释鬼未释
H14291,𠂤賓,InscriptionSentence,0,8,0,2,0,辰|卜|其|未释|來|鬼|未释|聽,辰|卜|其|未释|來|鬼|未释|聽,辰卜其未释來鬼未释聽,辰卜其未释來鬼未释聽
H14294,典賓,InscriptionSentence,0,7,0,0,0,東|方|曰|析|風|曰|協,東|方|曰|析|風|曰|協,東方曰析風曰協,東方曰析風曰協
H14294,典賓,InscriptionSentence,1,7,0,0,0,南|方|曰|因|風|曰|髟,南|方|曰|因|風|曰|髟,南方曰因風曰髟,南方曰因風曰髟
H14294,典賓,InscriptionSentence,2,7,0,0,0,西|方|曰|𣐺|風|曰|彝,西|方|曰|𣐺|風|曰|彝,西方曰𣐺風曰彝,西方曰𣐺風曰彝
H14294,典賓,InscriptionSentence,3,5,1,1,0,未释|勹|風|曰|򦆛/򯺕,未释|勹|風|曰|򦆛,未释勹風曰򦆛/򯺕,未释勹風曰򦆛
H14296,賓出,InscriptionSentence,0,3,0,0,0,貞|勿|㞢,貞|勿|㞢,貞勿㞢,貞勿㞢
H14296,賓出,InscriptionSentence,1,6,0,2,0,貞|未释|帝|未释|方|未释,貞|未释|帝|未释|方|未释,貞未释帝未释方未释,貞未释帝未释方未释
H14298,賓三,InscriptionSentence,0,12,0,3,0,未释|未释|卜|爭|未释|翌|乙|亥|方|帝|十|犬,未释|未释|卜|爭|未释|翌|乙|亥|方|帝|十|犬,未释未释卜爭未释翌乙亥方帝十犬,未释未释卜爭未释翌乙亥方帝十犬
H14299,典賓,InscriptionSentence,0,8,0,0,0,今|丁|酉|月|殺|犬|方|帝,今|丁|酉|月|殺|犬|方|帝,今丁酉月殺犬方帝,今丁酉月殺犬方帝
H14300,典賓,InscriptionSentence,0,8,1,0,0,辛|酉|卜|亘|貞|我|򪿏/򢃘|豰,辛|酉|卜|亘|貞|我|򪿏|豰,辛酉卜亘貞我򪿏/򢃘豰,辛酉卜亘貞我򪿏豰
H14300,典賓,InscriptionSentence,1,8,0,0,0,貞|方|帝|卯|一|牛|㞢|豰,貞|方|帝|卯|一|牛|㞢|豰,貞方帝卯一牛㞢豰,貞方帝卯一牛㞢豰
H14302,典賓,InscriptionSentence,0,2,0,1,0,其|未释,其|未释,其未释,其未释
H14302,典賓,InscriptionSentence,1,3,0,0,0,貞|方|帝,貞|方|帝,貞方帝,貞方帝
H14302,典賓,InscriptionSentence,2,4,0,1,0,貞|未释|方|帝,貞|未释|方|帝,貞未释方帝,貞未释方帝
H14303,賓三,InscriptionSentence,0,2,0,0,0,方|帝,方|帝,方帝,方帝
H14303,賓三,InscriptionSentence,1,3,0,0,0,貞|方|帝,貞|方|帝,貞方帝,貞方帝
H14306,賓一,InscriptionSentence,0,6,0,1,0,未释|尞|于|土|方|帝,未释|尞|于|土|方|帝,未释尞于土方帝,未释尞于土方帝
H14307,典賓,InscriptionSentence,0,3,0,0,0,貞|方|帝,貞|方|帝,貞方帝,貞方帝
H14307,典賓,InscriptionSentence,1,3,0,0,0,勿|方|帝,勿|方|帝,勿方帝,勿方帝
H14308,𠂤賓,InscriptionSentence,0,3,0,0,0,貞|方|帝,貞|方|帝,貞方帝,貞方帝
H14308,𠂤賓,InscriptionSentence,1,3,0,0,0,勿|方|帝,勿|方|帝,勿方帝,勿方帝
H14309,𠂤賓,InscriptionSentence,0,3,0,0,0,勿|方|帝,勿|方|帝,勿方帝,勿方帝
H14312,典賓,InscriptionSentence,0,3,0,0,0,帝|東|西,帝|東|西,帝東西,帝東西
H14320,典賓,InscriptionSentence,0,5,0,0,0,貞|勿|尞|于|東,貞|勿|尞|于|東,貞勿尞于東,貞勿尞于東
H14320,典賓,InscriptionSentence,1,4,0,0,0,貞|帝|于|令,貞|帝|于|令,貞帝于令,貞帝于令
H14324,𠂤賓,InscriptionSentence,0,8,0,3,0,壬|戌|未释|于|西|未释|御|未释,壬|戌|未释|于|西|未释|御|未释,壬戌未释于西未释御未释,壬戌未释于西未释御未释
H14327,典賓,InscriptionSentence,0,3,0,0,0,帝|于|西,帝|于|西,帝于西,帝于西
H14331,典賓,InscriptionSentence,0,2,0,0,0,東|未释,東|未释,東未释,東未释
H14331,典賓,InscriptionSentence,1,8,0,0,0,西|未释|犬|尞|伯|未释|幽|未释,西|未释|犬|尞|伯|未释|幽|未释,西未释犬尞伯未释幽未释,西未释犬尞伯未释幽未释
H14331,典賓,InscriptionSentence,2,2,0,0,0,羊|卯,羊|卯,羊卯,羊卯
H14332,賓一,InscriptionSentence,0,7,0,1,0,帝|于|北|二|犬|卯|未释,帝|于|北|二|犬|卯|未释,帝于北二犬卯未释,帝于北二犬卯未释
H14333,典賓,InscriptionSentence,0,5,0,2,0,未释|𭶯|于|北|未释,未释|𭶯|于|北|未释,未释𭶯于北未释,未释𭶯于北未释
H14340,典賓,InscriptionSentence,0,6,0,0,0,己|丑|卜|亘|貞|翌,己|丑|卜|亘|貞|翌,己丑卜亘貞翌,己丑卜亘貞翌
H14340,典賓,InscriptionSentence,1,7,0,0,0,貞|尞|于|東|晦|三|犬,貞|尞|于|東|晦|三|犬,貞尞于東晦三犬,貞尞于東晦三犬
H14341,典賓,InscriptionSentence,0,9,0,1,0,尞|于|東|晦|犬|三|豖|三|未释,尞|于|東|晦|犬|三|豖|三|未释,尞于東晦犬三豖三未释,尞于東晦犬三豖三未释
H14343,典賓,InscriptionSentence,0,3,0,0,0,于|東|晦,于|東|晦,于東晦,于東晦
H14345,典賓,InscriptionSentence,0,6,0,0,0,貞|于|西|晦|𫹉|帝,貞|于|西|晦|𫹉|帝,貞于西晦𫹉帝,貞于西晦𫹉帝
H14345,典賓,InscriptionSentence,1,1,0,0,0,用,用,用,用
H14346,典賓,InscriptionSentence,0,4,0,0,0,不|其|延|雨,不|其|延|雨,不其延雨,不其延雨
H14346,典賓,InscriptionSentence,1,3,0,0,0,㞢|于|二,㞢|于|二,㞢于二,㞢于二
H14346,典賓,InscriptionSentence,2,4,0,0,0,貞|㞢|于|杺,貞|㞢|于|杺,貞㞢于杺,貞㞢于杺
H14348,典賓,InscriptionSentence,0,9,0,0,0,乙|卯|卜|殻|貞|于|未释|示|夌,乙|卯|卜|殻|貞|于|未释|示|夌,乙卯卜殻貞于未释示夌,乙卯卜殻貞于未释示夌
H14349,典賓,InscriptionSentence,0,3,0,0,0,禱|于|未释,禱|于|未释,禱于未释,禱于未释
H14349,典賓,InscriptionSentence,1,5,0,0,0,貞|于|未释|示|禱,貞|于|未释|示|禱,貞于未释示禱,貞于未释示禱
H14350,未分期,InscriptionSentence,0,4,0,2,0,未释|于|未释|未释,未释|于|未释|未释,未释于未释未释,未释于未释未释
H14355,𠂤賓,InscriptionSentence,0,5,0,2,0,未释|于|大|示|未释,未释|于|大|示|未释,未释于大示未释,未释于大示未释
H14356,未分期,InscriptionSentence,0,10,0,0,0,己|亥|卜|賓|貞|不|牛|示|齊|未释,己|亥|卜|賓|貞|不|牛|示|齊|未释,己亥卜賓貞不牛示齊未释,己亥卜賓貞不牛示齊未释
H14357,典賓,InscriptionSentence,0,11,0,0,0,己|巳|卜|亘|貞|乎|己|曰|隹|告|我,己|巳|卜|亘|貞|乎|己|曰|隹|告|我,己巳卜亘貞乎己曰隹告我,己巳卜亘貞乎己曰隹告我
H14357,典賓,InscriptionSentence,1,2,0,0,0,貞|勿,貞|勿,貞勿,貞勿
H14357,典賓,InscriptionSentence,2,9,0,0,0,庚|午|卜|賓|貞|今|牧|示|㵢,庚|午|卜|賓|貞|今|牧|示|㵢,庚午卜賓貞今牧示㵢,庚午卜賓貞今牧示㵢
H14357,典賓,InscriptionSentence,3,2,0,0,0,辛|未,辛|未,辛未,辛未
H14358,𠂤賓,InscriptionSentence,0,17,0,0,0,辛|巳|卜|貞|一牛|示|禱|自|㘡|一|牛|未释|隹|羊|未释|隹|彘,辛|巳|卜|貞|一牛|示|禱|自|㘡|一|牛|未释|隹|羊|未释|隹|彘,辛巳卜貞一牛示禱自㘡一牛未释隹羊未释隹彘,辛巳卜貞一牛示禱自㘡一牛未释隹羊未释隹彘
H14359,未分期,InscriptionSentence,0,6,0,3,0,未释|乙|未释|勿|未释|唐,未释|乙|未释|勿|未释|唐,未释乙未释勿未释唐,未释乙未释勿未释唐
H14359,未分期,InscriptionSentence,1,5,0,2,0,乙|未释|未释|一牛|示,乙|未释|未释|一牛|示,乙未释未释一牛示,乙未释未释一牛示
H14367,賓出,InscriptionSentence,0,5,0,2,0,禱|未释|夒|未释|一月,禱|未释|夒|未释|一月,禱未释夒未释一月,禱未释夒未释一月
H14367,賓出,InscriptionSentence,1,3,0,2,0,未释|未释|未释,未释|未释|未释,未释未释未释,未释未释未释
H14376,典賓,InscriptionSentence,0,6,0,3,0,豹|未释|夒|未释|比|未释,豹|未释|夒|未释|比|未释,豹未释夒未释比未释,豹未释夒未释比未释
H14377,典賓,InscriptionSentence,0,4,0,0,0,子|卜|貞|夒,子|卜|貞|夒,子卜貞夒,子卜貞夒
H14381,賓三,InscriptionSentence,0,4,0,0,0,賓|美|肩|㞢,賓|美|肩|㞢,賓美肩㞢,賓美肩㞢
H14381,賓三,InscriptionSentence,1,7,0,2,0,貞|㞢|未释|尞|未释|卯|未释,貞|㞢|未释|尞|未释|卯|未释,貞㞢未释尞未释卯未释,貞㞢未释尞未释卯未释
H14384,典賓,InscriptionSentence,0,6,0,3,0,未释|于|陷|未释|𥾯|未释,未释|于|陷|未释|𥾯|未释,未释于陷未释𥾯未释,未释于陷未释𥾯未释
H14385,賓出,InscriptionSentence,0,2,0,0,0,未释|子,未释|子,未释子,未释子
H14385,賓出,InscriptionSentence,1,7,0,1,0,壬|子|卜|貞|于|򨃖|未释,壬|子|卜|貞|于|򨃖|未释,壬子卜貞于򨃖未释,壬子卜貞于򨃖未释
H14385,賓出,InscriptionSentence,2,7,0,1,0,己|未|卜|貞|曰|未释|未释,己|未|卜|貞|曰|未释|未释,己未卜貞曰未释未释,己未卜貞曰未释未释
H14386,𠂤賓,InscriptionSentence,0,5,0,3,0,未释|隹|未释|򨃖|未释,未释|隹|未释|򨃖|未释,未释隹未释򨃖未释,未释隹未释򨃖未释
H14389,賓出,InscriptionSentence,0,3,0,2,0,未释|岳|未释,未释|岳|未释,未释岳未释,未释岳未释
H14389,賓出,InscriptionSentence,1,5,0,2,0,貞|未释|򨲇|未释|雨,貞|未释|򨲇|未释|雨,貞未释򨲇未释雨,貞未释򨲇未释雨
H14398,典賓,InscriptionSentence,0,4,0,0,0,貞|王|未释|岳,貞|王|未释|岳,貞王未释岳,貞王未释岳
